"","bag_site","site_name","bags_label","finalTissue_VialLabel","finalTissue_condition","finalTissue_gonadIndex","gonad","condition"
"612","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251081","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"613","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251063","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"614","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251087","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"615","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251080","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"616","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251064","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"617","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251065","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"618","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251061","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"619","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251088","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"620","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251071","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"621","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251077","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"622","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251089","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"623","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251068","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"624","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251086","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"625","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251069","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"626","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251074","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"627","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251078","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"628","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251083","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"629","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251079","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"630","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251066","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"631","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251075","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"632","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251076","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"633","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251082","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"634","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251072","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"635","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251062","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"636","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251067","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"637","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251085","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"638","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251070","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"639","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251084","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"640","YorkRiver","W4_VA","MVP-JR-5","CviMVPf_251073","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"641","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250731","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"642","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250739","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"643","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250736","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"644","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250740","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"645","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250746","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"646","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250754","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"647","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250730","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"648","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250747","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"649","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250757","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"650","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250752","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"651","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250738","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"652","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250733","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"653","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250744","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"654","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250743","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"655","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250756","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"656","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250735","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"657","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250748","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"658","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250755","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"659","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250745","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"660","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250734","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"661","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250750","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"662","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250742","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"663","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250749","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"664","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250741","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"665","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250732","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"666","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250753","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"667","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250758","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"668","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250751","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"669","Lewisetta","W1_TX","MVP-TX-2","CviMVPf_250737","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"670","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250208","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"671","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250194","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"672","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250216","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"673","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250204","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"674","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250199","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"675","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250200","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"676","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250212","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"677","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250209","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"678","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250205","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"679","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250203","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","4 - Follicles clearly defined and engorged","4","2"
"680","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250210","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"681","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250197","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"682","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250215","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"683","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250196","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"684","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250198","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"685","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250211","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","4 - Follicles clearly defined and engorged","4","2"
"686","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250222","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"687","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250206","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"688","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250201","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"689","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250213","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"690","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250223","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"691","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250220","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"692","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250214","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","4 - Follicles clearly defined and engorged","4","2"
"693","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250195","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"694","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250202","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"695","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250221","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"696","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250218","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"697","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250219","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"698","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250217","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","1"
"699","Lewisetta","S1_LOLA","MVP-LOLA-2","CviMVPf_250207","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"700","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250078","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"701","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250081","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"702","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250076","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"703","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250060","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"704","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250069","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"705","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250062","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"706","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250077","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"707","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250071","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"708","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250163","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"709","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250059","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"710","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250067","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"711","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250070","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"712","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250066","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"713","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250075","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"714","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250079","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"715","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250074","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"716","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250064","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"717","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250072","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"718","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250061","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"719","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250063","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"720","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250065","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"721","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250080","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"722","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250068","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"723","Lewisetta","W5_NH","MVP-NH-2","CviMVPf_250073","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"724","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251150","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","1"
"725","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251140","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"726","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251162","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"727","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251136","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"728","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251144","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"729","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251161","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"730","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251146","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"731","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251149","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"732","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251139","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"733","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251159","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"734","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251156","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"735","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251145","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"736","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251142","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"737","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251157","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"738","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251148","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"739","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251153","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"740","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251155","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"741","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251147","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"742","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251143","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"743","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251138","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"744","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251141","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"745","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251152","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"746","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251137","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"747","YorkRiver","S1_LOLA","MVP-LOLA-6","CviMVPf_251154","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
